"itag","go"
"Solyc00g026875","GO:0005840"
"Solyc00g026903","GO:0003676"
"Solyc00g026905","GO:0006508"
"Solyc00g027670","GO:0005515"
"Solyc00g027770","GO:0005618"
"Solyc00g027990","GO:0016020"
"Solyc00g028540","GO:0003824"
"Solyc00g028550","GO:0003700"
"Solyc00g028560","GO:0030288"
"Solyc00g028960","GO:0009055"
"Solyc00g029080","GO:0017108"
"Solyc00g029190","GO:0008168"
"Solyc00g030000","GO:0016020"
"Solyc00g030105","GO:0015288"
"Solyc00g030210","GO:0005524"
"Solyc00g030210","GO:0008168"
"Solyc00g030210","GO:0008658"
"Solyc00g030510","GO:0004650"
"Solyc00g031030","GO:0016491"
"Solyc00g031040","GO:0000034"
"Solyc00g031040","GO:0019239"
"Solyc00g031050","GO:0005215"
"Solyc00g031050","GO:0016021"
"Solyc00g031360","GO:0008721"
"Solyc00g031370","GO:0003700"
"Solyc00g031370","GO:0006355"
"Solyc00g031383","GO:0030288"
"Solyc00g031730","GO:0016021"
"Solyc00g032030","GO:0004842"
"Solyc00g032030","GO:0005515"
"Solyc00g032030","GO:0005634"
"Solyc00g032030","GO:0008270"
"Solyc00g032940","GO:0006508"
"Solyc00g032947","GO:0008168"
"Solyc00g033990","GO:0008080"
"Solyc00g034000","GO:0016021"
"Solyc00g034810","GO:0005509"
"Solyc00g036320","GO:0003677"
"Solyc00g036760","GO:0004252"
"Solyc00g036968","GO:0005622"
"Solyc00g039290","GO:0005622"
"Solyc00g040290","GO:0016747"
"Solyc00g040390","GO:0016747"
"Solyc00g041090","GO:0006508"
"Solyc00g041190","GO:0006633"
"Solyc00g041220","GO:0003677"
"Solyc00g041220","GO:0003677"
"Solyc00g042120","GO:0004871"
"Solyc00g042130","GO:0005524"
"Solyc00g042130","GO:0015986"
"Solyc00g042130","GO:0015986"
"Solyc00g042130","GO:0015992"
"Solyc00g042130","GO:0032559"
"Solyc00g042140","GO:0005524"
"Solyc00g042140","GO:0015986"
"Solyc00g042140","GO:0015992"
"Solyc00g042640","GO:0000723"
"Solyc00g042840","GO:0005515"
"Solyc00g042854","GO:0005506"
"Solyc00g044750","GO:0000166"
"Solyc00g047200","GO:0009055"
"Solyc00g049210","GO:0015232"
"Solyc00g049210","GO:0017004"
"Solyc00g049920","GO:0016491"
"Solyc00g050030","GO:0004764"
"Solyc00g050030","GO:0004764"
"Solyc00g050130","GO:0008152"
"Solyc00g050430","GO:0046983"
"Solyc00g052545","GO:0007017"
"Solyc00g052940","GO:0016020"
"Solyc00g052940","GO:0016021"
"Solyc00g055950","GO:0000156"
"Solyc00g055950","GO:0000160"
"Solyc00g055950","GO:0000160"
"Solyc00g055960","GO:0000155"
"Solyc00g055960","GO:0000155"
"Solyc00g055960","GO:0004673"
"Solyc00g055960","GO:0006355"
"Solyc00g055960","GO:0016310"
"Solyc00g055985","GO:0003824"
"Solyc00g055985","GO:0050660"
"Solyc00g056680","GO:0006629"
"Solyc00g057280","GO:0003677"
"Solyc00g058480","GO:0006355"
"Solyc00g058900","GO:0016788"
"Solyc00g059100","GO:0005515"
"Solyc00g060700","GO:0009294"
"Solyc00g060810","GO:0006952"
"Solyc00g065630","GO:0000398"
"Solyc00g065930","GO:0008239"
"Solyc00g066150","GO:0008658"
"Solyc00g068985","GO:0046872"
"Solyc00g071180","GO:0004869"
"Solyc00g072400","GO:0004601"
"Solyc00g072400","GO:0004601"
"Solyc00g072400","GO:0004601"
"Solyc00g074210","GO:0005744"
"Solyc00g074810","GO:0009294"
"Solyc00g074830","GO:0016226"
"Solyc00g075030","GO:0003676"
"Solyc00g075035","GO:0005199"
"Solyc00g082150","GO:0005515"
"Solyc00g085070","GO:0004506"
"Solyc00g085070","GO:0016491"
"Solyc00g088080","GO:0003999"
"Solyc00g088080","GO:0009116"
"Solyc00g088190","GO:0003824"
"Solyc00g088190","GO:0005524"
"Solyc00g088190","GO:0005524"
"Solyc00g088210","GO:0016021"
"Solyc00g090110","GO:0008759"
"Solyc00g090130","GO:0005524"
"Solyc00g090130","GO:0005524"
"Solyc00g090870","GO:0005515"
"Solyc00g090870","GO:0009744"
"Solyc00g091170","GO:0005525"
"Solyc00g093100","GO:0006855"
"Solyc00g094020","GO:0003677"
"Solyc00g094530","GO:0016020"
"Solyc00g095450","GO:0005515"
"Solyc00g095465","GO:0003824"
"Solyc00g095465","GO:0003824"
"Solyc00g095465","GO:0009058"
"Solyc00g095860","GO:0003824"
"Solyc00g095860","GO:0003824"
"Solyc00g095860","GO:0009058"
"Solyc00g096060","GO:0016787"
"Solyc00g098560","GO:0016788"
"Solyc00g099580","GO:0003677"
"Solyc00g101700","GO:0004672"
"Solyc00g101700","GO:0005524"
"Solyc00g102400","GO:0043531"
"Solyc00g104200","GO:0003677"
"Solyc00g104337","GO:0003677"
"Solyc00g104337","GO:0003677"
"Solyc00g104630","GO:0005975"
"Solyc00g104730","GO:0004650"
"Solyc00g107050","GO:0003700"
"Solyc00g107050","GO:0046982"
"Solyc00g110070","GO:0003676"
"Solyc00g110070","GO:0046872"
"Solyc00g110370","GO:0003677"
"Solyc00g110870","GO:0004672"
"Solyc00g110870","GO:0004672"
"Solyc00g110870","GO:0005515"
"Solyc00g110870","GO:0005524"
"Solyc00g111170","GO:0006614"
"Solyc00g112490","GO:0005509"
"Solyc00g112500","GO:0019867"
"Solyc00g112600","GO:0005215"
"Solyc00g112600","GO:0016021"
"Solyc00g112810","GO:0004427"
"Solyc00g117655","GO:0016020"
"Solyc00g118690","GO:0016020"
"Solyc00g120930","GO:0005509"
"Solyc00g121235","GO:0019825"
"Solyc00g121235","GO:0019825"
"Solyc00g122530","GO:0016021"
"Solyc00g124840","GO:0019028"
"Solyc00g124850","GO:0019069"
"Solyc00g125275","GO:0006508"
"Solyc00g126430","GO:0003824"
"Solyc00g126430","GO:0016763"
"Solyc00g126430","GO:0017061"
"Solyc00g127550","GO:0006260"
"Solyc00g127560","GO:0004748"
"Solyc00g127560","GO:0006260"
"Solyc00g127560","GO:0055114"
"Solyc00g128870","GO:0016787"
"Solyc00g128875","GO:0004872"
"Solyc00g128875","GO:0004872"
"Solyc00g129685","GO:0030288"
"Solyc00g130190","GO:0004514"
"Solyc00g130290","GO:0005215"
"Solyc00g130810","GO:0051082"
"Solyc00g134620","GO:0016747"
"Solyc00g134820","GO:0004190"
"Solyc00g134830","GO:0004140"
"Solyc00g134840","GO:0055085"
"Solyc00g135040","GO:0003700"
"Solyc00g135050","GO:0003700"
"Solyc00g135060","GO:0008270"
"Solyc00g135060","GO:0008270"
"Solyc00g135060","GO:0016491"
"Solyc00g135060","GO:0055114"
"Solyc00g135260","GO:0016747"
"Solyc00g136260","GO:0005515"
"Solyc00g136560","GO:0016765"
"Solyc00g136565","GO:0016491"
"Solyc00g140060","GO:0004252"
"Solyc00g141560","GO:0003735"
"Solyc00g145170","GO:0004867"
"Solyc00g147570","GO:0003779"
"Solyc00g147570","GO:0051015"
"Solyc00g153680","GO:0004672"
"Solyc00g153680","GO:0004672"
"Solyc00g154480","GO:0000287"
"Solyc00g154980","GO:0003700"
"Solyc00g156980","GO:0016491"
"Solyc00g156980","GO:0016614"
"Solyc00g157087","GO:0004867"
"Solyc00g164680","GO:0016020"
"Solyc00g167290","GO:0003676"
"Solyc00g170510","GO:0005618"
"Solyc00g171710","GO:0005515"
"Solyc00g171810","GO:0015078"
"Solyc00g174340","GO:0005576"
"Solyc00g178340","GO:0003824"
"Solyc00g179240","GO:0000165"
"Solyc00g179240","GO:0003677"
"Solyc00g180440","GO:0003735"
"Solyc00g185750","GO:0004725"
"Solyc00g185750","GO:0006470"
"Solyc00g185750","GO:0016311"
"Solyc00g187050","GO:0004177"
"Solyc00g187050","GO:0004177"
"Solyc00g188857","GO:0003677"
"Solyc00g198360","GO:0046872"
"Solyc00g201160","GO:0004672"
"Solyc00g201160","GO:0004672"
"Solyc00g201160","GO:0004674"
"Solyc00g202560","GO:0004553"
"Solyc00g202560","GO:0005975"
"Solyc00g203660","GO:0000287"
"Solyc00g207960","GO:0003677"
"Solyc00g212260","GO:0009611"
"Solyc00g217960","GO:0005515"
"Solyc00g226760","GO:0008146"
"Solyc00g227860","GO:0008152"
"Solyc00g227960","GO:0008146"
"Solyc00g230060","GO:0003676"
"Solyc00g230070","GO:0009521"
"Solyc00g230080","GO:0009772"
"Solyc00g231680","GO:0004553"
"Solyc00g231680","GO:0005975"
"Solyc00g231780","GO:0008137"
"Solyc00g233480","GO:0005524"
"Solyc00g244305","GO:0005515"
"Solyc00g245200","GO:0009522"
"Solyc00g245200","GO:0009522"
"Solyc00g247300","GO:0005506"
"Solyc00g247300","GO:0016705"
"Solyc00g254910","GO:0009611"
"Solyc00g255510","GO:0003677"
"Solyc00g257110","GO:0016021"
"Solyc00g265110","GO:0003723"
"Solyc00g266110","GO:0009611"
"Solyc00g269810","GO:0005515"
"Solyc00g270510","GO:0046982"
"Solyc00g272810","GO:0008080"
"Solyc00g277510","GO:0009772"
"Solyc00g282510","GO:0003824"
"Solyc00g282510","GO:0005737"
"Solyc00g282510","GO:0016841"
"Solyc00g283010","GO:0005524"
"Solyc00g283010","GO:0005524"
"Solyc00g286020","GO:0003677"
"Solyc00g289230","GO:0004672"
"Solyc00g289230","GO:0004672"
"Solyc00g289230","GO:0048544"
"Solyc00g294230","GO:0005515"
"Solyc00g300730","GO:0005515"
"Solyc00g300730","GO:0005634"
"Solyc00g304030","GO:0005524"
"Solyc00g304030","GO:0016820"
"Solyc00g306830","GO:0016491"
"Solyc00g306830","GO:0016614"
"Solyc00g318130","GO:0006355"
"Solyc00g322630","GO:0009611"
"Solyc00g322635","GO:0006952"
"Solyc01g005000","GO:0003824"
"Solyc01g005000","GO:0004351"
"Solyc01g005000","GO:0016831"
"Solyc01g005020","GO:0006812"
"Solyc01g005020","GO:0006812"
"Solyc01g005030","GO:0004672"
"Solyc01g005030","GO:0004672"
"Solyc01g005030","GO:0005524"
"Solyc01g005030","GO:0016021"
"Solyc01g005060","GO:0003676"
"Solyc01g005060","GO:0046872"
"Solyc01g005070","GO:0005543"
"Solyc01g005070","GO:0005545"
"Solyc01g005080","GO:0000226"
"Solyc01g005090","GO:0046856"
"Solyc01g005120","GO:0004553"
"Solyc01g005120","GO:0005618"
"Solyc01g005120","GO:0010411"
"Solyc01g005130","GO:0046872"
"Solyc01g005160","GO:0004842"
"Solyc01g005160","GO:0005488"
"Solyc01g005170","GO:0005543"
"Solyc01g005170","GO:0005545"
"Solyc01g005190","GO:0003676"
"Solyc01g005190","GO:0046872"
"Solyc01g005200","GO:0003676"
"Solyc01g005200","GO:0046872"
"Solyc01g005210","GO:0003824"
"Solyc01g005230","GO:0008168"
"Solyc01g005240","GO:0004072"
"Solyc01g005240","GO:0008152"
"Solyc01g005250","GO:0003942"
"Solyc01g005250","GO:0004073"
"Solyc01g005250","GO:0016620"
"Solyc01g005300","GO:0005515"
"Solyc01g005310","GO:0003924"
"Solyc01g005310","GO:0005525"
"Solyc01g005320","GO:0005737"
"Solyc01g005330","GO:0007010"
"Solyc01g005340","GO:0005515"
"Solyc01g005350","GO:0008168"
"Solyc01g005360","GO:0008168"
"Solyc01g005370","GO:0005509"
"Solyc01g005385","GO:0005515"
"Solyc01g005390","GO:0016787"
"Solyc01g005420","GO:0005515"
"Solyc01g005430","GO:0005515"
"Solyc01g005450","GO:0005515"
"Solyc01g005460","GO:0007017"
"Solyc01g005490","GO:0008152"
"Solyc01g005490","GO:0016787"
"Solyc01g005510","GO:0005507"
"Solyc01g005510","GO:0005507"
"Solyc01g005510","GO:0055114"
"Solyc01g005520","GO:0005515"
"Solyc01g005540","GO:0000166"
"Solyc01g005540","GO:0000166"
"Solyc01g005540","GO:0003676"
"Solyc01g005540","GO:0004824"
"Solyc01g005560","GO:0000287"
"Solyc01g005560","GO:0004450"
"Solyc01g005560","GO:0016616"
"Solyc01g005600","GO:0045454"
"Solyc01g005610","GO:0016788"
"Solyc01g005630","GO:0003677"
"Solyc01g005630","GO:0003700"
"Solyc01g005650","GO:0004842"
"Solyc01g005650","GO:0008270"
"Solyc01g005660","GO:0003677"
"Solyc01g005700","GO:0008270"
"Solyc01g005715","GO:0005515"
"Solyc01g005720","GO:0005515"
"Solyc01g005730","GO:0005515"
"Solyc01g005750","GO:0016702"
"Solyc01g005755","GO:0005515"
"Solyc01g005760","GO:0005515"
"Solyc01g005775","GO:0005515"
"Solyc01g005790","GO:0005515"
"Solyc01g005830","GO:0004553"
"Solyc01g005830","GO:0005975"
"Solyc01g005870","GO:0005515"
"Solyc01g005895","GO:0016747"
"Solyc01g005900","GO:0016747"
"Solyc01g005920","GO:0003333"
"Solyc01g005930","GO:0005515"
"Solyc01g005940","GO:0004310"
"Solyc01g005940","GO:0009058"
"Solyc01g005940","GO:0016765"
"Solyc01g005950","GO:0016787"
"Solyc01g005960","GO:0003676"
"Solyc01g005970","GO:0005515"
"Solyc01g006000","GO:0004584"
"Solyc01g006010","GO:0003723"
"Solyc01g006100","GO:0003682"
"Solyc01g006100","GO:0008168"
"Solyc01g006110","GO:0009966"
"Solyc01g006120","GO:0004672"
"Solyc01g006120","GO:0004672"
"Solyc01g006120","GO:0005524"
"Solyc01g006130","GO:0031072"
"Solyc01g006150","GO:0006812"
"Solyc01g006160","GO:0003735"
"Solyc01g006180","GO:0005525"
"Solyc01g006190","GO:0004842"
"Solyc01g006190","GO:0005515"
"Solyc01g006190","GO:0005515"
"Solyc01g006190","GO:0005634"
"Solyc01g006190","GO:0008270"
"Solyc01g006210","GO:0006281"
"Solyc01g006220","GO:0005515"
"Solyc01g006220","GO:0005634"
"Solyc01g006250","GO:0005515"
"Solyc01g006260","GO:0004540"
"Solyc01g006280","GO:0004329"
"Solyc01g006290","GO:0004601"
"Solyc01g006290","GO:0004601"
"Solyc01g006290","GO:0004601"
"Solyc01g006300","GO:0004601"
"Solyc01g006300","GO:0004601"
"Solyc01g006300","GO:0004601"
"Solyc01g006310","GO:0004601"
"Solyc01g006310","GO:0004601"
"Solyc01g006310","GO:0004601"
"Solyc01g006340","GO:0003676"
"Solyc01g006350","GO:0000148"
"Solyc01g006370","GO:0000148"
"Solyc01g006430","GO:0006629"
"Solyc01g006430","GO:0016717"
"Solyc01g006440","GO:0005215"
"Solyc01g006460","GO:0005634"
"Solyc01g006470","GO:0005515"
"Solyc01g006500","GO:0005515"
"Solyc01g006510","GO:0008270"
"Solyc01g006510","GO:0016491"
"Solyc01g006510","GO:0055114"
"Solyc01g006520","GO:0004672"
"Solyc01g006520","GO:0004672"
"Solyc01g006520","GO:0004674"
"Solyc01g006520","GO:0005524"
"Solyc01g006520","GO:0048544"
"Solyc01g006530","GO:0004672"
"Solyc01g006530","GO:0004672"
"Solyc01g006530","GO:0004674"
"Solyc01g006540","GO:0005515"
"Solyc01g006540","GO:0016491"
"Solyc01g006540","GO:0016702"
"Solyc01g006545","GO:0005515"
"Solyc01g006550","GO:0005515"
"Solyc01g006560","GO:0016491"
"Solyc01g006560","GO:0016702"
"Solyc01g006565","GO:0005515"
"Solyc01g006565","GO:0016702"
"Solyc01g006570","GO:0016702"
"Solyc01g006575","GO:0016491"
"Solyc01g006580","GO:0016491"
"Solyc01g006590","GO:0004672"
"Solyc01g006590","GO:0004672"
"Solyc01g006590","GO:0005524"
"Solyc01g006600","GO:0004096"
"Solyc01g006600","GO:0016491"
"Solyc01g006600","GO:0020037"
"Solyc01g006610","GO:0016491"
"Solyc01g006620","GO:0005515"
"Solyc01g006630","GO:0016491"
"Solyc01g006640","GO:0003824"
"Solyc01g006640","GO:0004096"
"Solyc01g006640","GO:0016491"
"Solyc01g006640","GO:0020037"
"Solyc01g006650","GO:0003700"
"Solyc01g006660","GO:0004252"
"Solyc01g006670","GO:0008152"
"Solyc01g006710","GO:0003676"
"Solyc01g006710","GO:0004386"
"Solyc01g006720","GO:0005524"
"Solyc01g006720","GO:0016020"
"Solyc01g006730","GO:0004672"
"Solyc01g006730","GO:0004672"
"Solyc01g006730","GO:0005509"
"Solyc01g006730","GO:0005524"
"Solyc01g006735","GO:0004857"
"Solyc01g006740","GO:0000287"
"Solyc01g006740","GO:0005986"
"Solyc01g006755","GO:0004857"
"Solyc01g006800","GO:0004177"
"Solyc01g006810","GO:0005515"
"Solyc01g006810","GO:0008270"
"Solyc01g006840","GO:0004672"
"Solyc01g006840","GO:0004672"
"Solyc01g006840","GO:0005509"
"Solyc01g006840","GO:0005524"
"Solyc01g006850","GO:0005515"
"Solyc01g006860","GO:0006457"
"Solyc01g006860","GO:0051259"
"Solyc01g006870","GO:0006457"
"Solyc01g006870","GO:0008289"
"Solyc01g006870","GO:0051259"
"Solyc01g006880","GO:0005515"
"Solyc01g006900","GO:0032366"
"Solyc01g006910","GO:0005515"
"Solyc01g006920","GO:0005515"
"Solyc01g006920","GO:0008270"
"Solyc01g006930","GO:0003700"
"Solyc01g006940","GO:0000166"
"Solyc01g006940","GO:0003676"
"Solyc01g006950","GO:0005484"
"Solyc01g006950","GO:0005515"
"Solyc01g006950","GO:0016020"
"Solyc01g006950","GO:0016020"
"Solyc01g006960","GO:0005515"
"Solyc01g006970","GO:0003676"
"Solyc01g006970","GO:0003676"
"Solyc01g006970","GO:0004386"
"Solyc01g006980","GO:0003824"
"Solyc01g006980","GO:0008152"
"Solyc01g006980","GO:0008152"
"Solyc01g006990","GO:0005515"
"Solyc01g006993","GO:0003677"
"Solyc01g006997","GO:0003677"
"Solyc01g007000","GO:0004842"
"Solyc01g007000","GO:0005488"
"Solyc01g007010","GO:0004842"
"Solyc01g007010","GO:0005488"
"Solyc01g007020","GO:0005488"
"Solyc01g007025","GO:0004842"
"Solyc01g007030","GO:0005488"
"Solyc01g007040","GO:0004842"
"Solyc01g007040","GO:0005488"
"Solyc01g007050","GO:0004842"
"Solyc01g007050","GO:0005488"
"Solyc01g007070","GO:0003677"
"Solyc01g007070","GO:0003677"
"Solyc01g007080","GO:0015743"
"Solyc01g007090","GO:0015743"
"Solyc01g007120","GO:0004672"
"Solyc01g007120","GO:0004674"
"Solyc01g007120","GO:0004674"
"Solyc01g007130","GO:0004672"
"Solyc01g007130","GO:0004672"
"Solyc01g007130","GO:0005524"
"Solyc01g007140","GO:0005488"
"Solyc01g007150","GO:0005198"
"Solyc01g007150","GO:0005488"
"Solyc01g007150","GO:0005737"
"Solyc01g007150","GO:0006886"
"Solyc01g007170","GO:0005515"
"Solyc01g007180","GO:0000226"
"Solyc01g007260","GO:0019538"
"Solyc01g007740","GO:0016209"
"Solyc01g007740","GO:0045454"
"Solyc01g007740","GO:0051920"
"Solyc01g007750","GO:0003690"
"Solyc01g007760","GO:0003700"
"Solyc01g007760","GO:0046983"
"Solyc01g007840","GO:0000289"
"Solyc01g007840","GO:0003676"
"Solyc01g007850","GO:0005515"
"Solyc01g007850","GO:0008270"
"Solyc01g007880","GO:0003924"
"Solyc01g007895","GO:0046983"
"Solyc01g007910","GO:0003824"
"Solyc01g007910","GO:0048037"
"Solyc01g007920","GO:0003824"
"Solyc01g007930","GO:0005515"
"Solyc01g007940","GO:0003824"
"Solyc01g007940","GO:0009058"
"Solyc01g007950","GO:0004601"
"Solyc01g007950","GO:0004601"
"Solyc01g007960","GO:0004672"
"Solyc01g007960","GO:0004672"
"Solyc01g007960","GO:0005524"
"Solyc01g007970","GO:0004672"
"Solyc01g007970","GO:0004672"
"Solyc01g007970","GO:0005524"
"Solyc01g007980","GO:0004672"
"Solyc01g007980","GO:0004672"
"Solyc01g007980","GO:0005524"
"Solyc01g007990","GO:0004672"
"Solyc01g007990","GO:0004672"
"Solyc01g007990","GO:0005524"
"Solyc01g008000","GO:0005525"
"Solyc01g008000","GO:0005525"
"Solyc01g008005","GO:0003677"
"Solyc01g008020","GO:0005337"
"Solyc01g008050","GO:0005794"
"Solyc01g008060","GO:0003676"
"Solyc01g008060","GO:0003676"
"Solyc01g008080","GO:0003735"
"Solyc01g008080","GO:0006412"
"Solyc01g008090","GO:0003735"
"Solyc01g008090","GO:0006412"
"Solyc01g008110","GO:0004497"
"Solyc01g008110","GO:0005506"
"Solyc01g008110","GO:0016705"
"Solyc01g008120","GO:0003712"
"Solyc01g008120","GO:0004402"
"Solyc01g008120","GO:0005515"
"Solyc01g008120","GO:0008270"
"Solyc01g008130","GO:0009055"
"Solyc01g008130","GO:0035556"
"Solyc01g008140","GO:0004672"
"Solyc01g008140","GO:0004672"
"Solyc01g008140","GO:0005515"
"Solyc01g008140","GO:0005524"
"Solyc01g008160","GO:0005515"
"Solyc01g008170","GO:0046872"
"Solyc01g008200","GO:0000123"
"Solyc01g008240","GO:0005215"
"Solyc01g008240","GO:0016020"
"Solyc01g008240","GO:0016021"
"Solyc01g008240","GO:0045454"
"Solyc01g008250","GO:0006662"
"Solyc01g008250","GO:0045454"
"Solyc01g008270","GO:0006457"
"Solyc01g008280","GO:0019211"
"Solyc01g008290","GO:0003824"
"Solyc01g008290","GO:0004152"
"Solyc01g008290","GO:0004152"
"Solyc01g008290","GO:0005737"
"Solyc01g008300","GO:0016747"
"Solyc01g008310","GO:0000166"
"Solyc01g008310","GO:0000287"
"Solyc01g008310","GO:0003723"
"Solyc01g008320","GO:0046872"
"Solyc01g008330","GO:0003824"
"Solyc01g008330","GO:0004075"
"Solyc01g008330","GO:0005524"
"Solyc01g008330","GO:0005524"
"Solyc01g008330","GO:0016874"
"Solyc01g008340","GO:0003735"
"Solyc01g008360","GO:0000166"
"Solyc01g008360","GO:0003676"
"Solyc01g008370","GO:0005515"
"Solyc01g008370","GO:0005838"
"Solyc01g008390","GO:0005515"
"Solyc01g008410","GO:0005515"
"Solyc01g008415","GO:0006952"
"Solyc01g008420","GO:0006855"
"Solyc01g008440","GO:0004672"
"Solyc01g008440","GO:0004672"
"Solyc01g008440","GO:0005509"
"Solyc01g008440","GO:0005524"
"Solyc01g008460","GO:0009055"
"Solyc01g008460","GO:0009055"
"Solyc01g008470","GO:0008565"
