"category" "over_represented_pvalue" "under_represented_pvalue" "numDEInCat" "numInCat" "term" "ontology"
"632" "GO:0006021" 0.00705846074668774 0.999831729478241 2 4 "inositol biosynthetic process" "BP"
"912" "GO:0008026" 0.00717178942538158 0.999726333860596 2 21 "ATP-dependent helicase activity" "MF"
"1477" "GO:0020037" 0.00760914516737779 0.996551551501697 18 176 "heme binding" "MF"
"1361" "GO:0016817" 0.00885874356434999 0.999965613045804 1 8 "hydrolase activity, acting on acid anhydrides" "MF"
"530" "GO:0005488" 0.00909278237208536 0.99683525340254 10 293 "binding" "MF"
"1188" "GO:0010277" 0.00951682895839014 0.999963698220832 1 5 "chlorophyllide a oxygenase [overall] activity" "MF"
"1500" "GO:0030145" 0.0102820175159881 0.998255195702412 5 16 "manganese ion binding" "MF"
"1276" "GO:0016301" 0.0108427953458523 0.998862037694802 3 46 "kinase activity" "MF"
"1534" "GO:0030785" 0.0120776720966728 0.999963375866182 1 2 "[ribulose-bisphosphate carboxylase]-lysine N-methyltransferase activity" "MF"
"194" "GO:0004000" 0.0123493402917363 1 1 1 "adenosine deaminase activity" "MF"
"1813" "GO:0046912" 0.0131752360584809 0.999927428407351 1 6 "transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer" "MF"
"1575" "GO:0031625" 0.0137604555756012 0.998586034340154 3 14 "ubiquitin protein ligase binding" "MF"
"275" "GO:0004335" 0.0141082140283124 0.999949974544186 1 2 "galactokinase activity" "MF"
"1506" "GO:0030170" 0.014144682550334 0.996953769690798 5 71 "pyridoxal phosphate binding" "MF"
"97" "GO:0003676" 0.0164186047005608 0.989490234200542 42 627 "nucleic acid binding" "MF"
"913" "GO:0008033" 0.0166698314820998 0.995950714711859 6 27 "tRNA processing" "BP"
"260" "GO:0004190" 0.0167453455125994 0.996255894592468 5 63 "aspartic-type endopeptidase activity" "MF"
"1149" "GO:0009725" 0.0178778020810426 0.999848904023599 1 17 "response to hormone" "BP"
"843" "GO:0006812" 0.018237648299522 0.997706701317656 3 36 "cation transport" "BP"
"1057" "GO:0009029" 0.0192513373805721 1 1 1 "tetraacyldisaccharide 4'-kinase activity" "MF"
"854" "GO:0006855" 0.0205146595093956 0.996171865801394 4 43 "drug transmembrane transport" "BP"
"1214" "GO:0015238" 0.0205146595093956 0.996171865801394 4 43 "drug transmembrane transporter activity" "MF"
"1216" "GO:0015297" 0.0205146595093956 0.996171865801394 4 43 "antiporter activity" "MF"
"243" "GO:0004143" 0.0211264889331464 0.999807501718813 1 7 "diacylglycerol kinase activity" "MF"
"906" "GO:0007205" 0.0211264889331464 0.999807501718813 1 7 "protein kinase C-activating G-protein coupled receptor signaling pathway" "BP"
"315" "GO:0004421" 0.0228644077454103 0.999824256873256 1 3 "hydroxymethylglutaryl-CoA synthase activity" "MF"
"232" "GO:0004107" 0.0230407246340958 0.999865967596657 1 2 "chorismate synthase activity" "MF"
"682" "GO:0006285" 0.0239617728626889 1 1 1 "base-excision repair, AP site formation" "BP"
"1147" "GO:0009694" 0.0240813923948692 0.999744421254528 1 8 "jasmonic acid metabolic process" "BP"
"1159" "GO:0009864" 0.0240813923948692 0.999744421254528 1 8 "induced systemic resistance, jasmonic acid mediated signaling pathway" "BP"
"1967" "GO:0080123" 0.0240813923948692 0.999744421254528 1 8 "jasmonate-amino synthetase activity" "MF"
"107" "GO:0003712" 0.0279906554096331 0.996409618717513 3 11 "transcription cofactor activity" "MF"
"1424" "GO:0019104" 0.0298915098945634 0.999773622257583 1 2 "DNA N-glycosylase activity" "MF"
"1022" "GO:0008757" 0.0321822496221622 1 2 2 "S-adenosylmethionine-dependent methyltransferase activity" "MF"
"156" "GO:0003906" 0.0336126939127467 0.999713203452574 1 2 "DNA-(apurinic or apyrimidinic site) lyase activity" "MF"
"1017" "GO:0008696" 0.033801769598288 1 1 1 "4-amino-4-deoxychorismate lyase activity" "MF"
"1803" "GO:0046656" 0.033801769598288 1 1 1 "folic acid biosynthetic process" "BP"
"928" "GO:0008146" 0.0350729142998722 0.993475270947232 4 12 "sulfotransferase activity" "MF"
"20" "GO:0000155" 0.0362553980729988 0.999370407470644 1 19 "phosphorelay sensor kinase activity" "MF"
"1805" "GO:0046835" 0.0378298548582475 0.999365950869716 1 8 "carbohydrate phosphorylation" "BP"
"1564" "GO:0031347" 0.0400671309357523 0.993963292500669 3 12 "regulation of defense response" "BP"
"1865" "GO:0050660" 0.0443855798711343 0.983938650065328 7 79 "flavin adenine dinucleotide binding" "MF"
"1257" "GO:0016049" 0.0477973403835855 0.995357679367198 2 11 "cell growth" "BP"
"964" "GO:0008318" 0.0497143460867157 0.999158887680216 1 3 "protein prenyltransferase activity" "MF"
"1416" "GO:0018342" 0.0497143460867157 0.999158887680216 1 3 "protein prenylation" "BP"
"334" "GO:0004482" 0.0513006437882992 0.999325801783667 1 2 "mRNA (guanine-N7-)-methyltransferase activity" "MF"
"1337" "GO:0016746" 0.0525507973261769 0.994172339721252 2 24 "transferase activity, transferring acyl groups" "MF"
"1309" "GO:0016614" 0.0526938747908774 0.984586219648533 5 35 "oxidoreductase activity, acting on CH-OH group of donors" "MF"
"1217" "GO:0015299" 0.052840059872976 0.994247365047981 2 18 "solute:proton antiporter activity" "MF"
"1094" "GO:0009245" 0.0540053730776561 0.995531689843758 2 5 "lipid A biosynthetic process" "BP"
"706" "GO:0006370" 0.0548675047031317 0.998770724229667 1 5 "7-methylguanosine mRNA capping" "BP"
"1479" "GO:0022857" 0.0551802080611127 0.983221375667013 5 54 "transmembrane transporter activity" "MF"
"356" "GO:0004553" 0.055353245042561 0.980505912970008 6 130 "hydrolase activity, hydrolyzing O-glycosyl compounds" "MF"
"422" "GO:0004674" 0.0560227234372143 0.985690833084828 4 43 "protein serine/threonine kinase activity" "MF"
"1364" "GO:0016829" 0.0573402831107947 0.986250010633618 4 19 "lyase activity" "MF"
"262" "GO:0004222" 0.0575633097438879 0.988686216692025 3 37 "metalloendopeptidase activity" "MF"
"1849" "GO:0048544" 0.0590366368402845 0.988564096628477 3 25 "recognition of pollen" "BP"
"490" "GO:0004866" 0.0601223345363918 0.990456630154339 3 8 "endopeptidase inhibitor activity" "MF"
"190" "GO:0003995" 0.0605470043250197 0.998361389688264 1 8 "acyl-CoA dehydrogenase activity" "MF"
"1948" "GO:0071446" 0.0646704550749657 0.994069735135075 2 5 "cellular response to salicylic acid stimulus" "BP"
"1987" "GO:2000031" 0.0646704550749657 0.994069735135075 2 5 "regulation of salicylic acid mediated signaling pathway" "BP"
"1354" "GO:0016790" 0.0665240807880236 0.998482104480198 1 3 "thiolester hydrolase activity" "MF"
"820" "GO:0006725" 0.0669139010579001 1 1 1 "cellular aromatic compound metabolic process" "BP"
"937" "GO:0008198" 0.0669139010579001 1 1 1 "ferrous iron binding" "MF"
"1941" "GO:0070652" 0.0688316750662948 0.997917854644335 1 7 "HAUS complex" "CC"
"1411" "GO:0017183" 0.0723501290994794 0.998644113235681 1 2 "peptidyl-diphthamide biosynthetic process from peptidyl-histidine" "BP"
"1921" "GO:0055114" 0.0739172247726863 0.946507580151592 45 782 "oxidation-reduction process" "BP"
"1480" "GO:0022891" 0.0743966500606118 0.983956570144837 3 30 "substrate-specific transmembrane transporter activity" "MF"
"685" "GO:0006302" 0.0803652683086343 0.997770290589524 1 3 "double-strand break repair" "BP"
"1007" "GO:0008641" 0.0810457675942546 0.996927784495756 1 11 "small protein activating enzyme activity" "MF"
"1658" "GO:0036459" 0.0818323178019002 0.988232133184904 2 30 "thiol-dependent ubiquitinyl hydrolase activity" "MF"
"1360" "GO:0016813" 0.0849572022902504 0.99719753839795 1 4 "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines" "MF"
"98" "GO:0003677" 0.0864704691960715 0.934597108225702 57 774 "DNA binding" "MF"
"1327" "GO:0016701" 0.086711839927611 0.997396396205051 1 3 "oxidoreductase activity, acting on single donors with incorporation of molecular oxygen" "MF"
"1338" "GO:0016747" 0.0917058572305681 0.977767925603998 3 61 "transferase activity, transferring acyl groups other than amino-acyl groups" "MF"
"1137" "GO:0009611" 0.097399568624365 0.972202837627175 4 18 "response to wounding" "BP"
"986" "GO:0008444" 0.0984116504906732 0.997456111299502 1 2 "CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity" "MF"
"305" "GO:0004402" 0.099408581245757 0.995602908064605 1 7 "histone acetyltransferase activity" "MF"
"1384" "GO:0016887" 0.102698621801593 0.96707270010195 4 89 "ATPase activity" "MF"
"1191" "GO:0010333" 0.105187855449339 0.976297304671375 3 12 "terpene synthase activity" "MF"
"941" "GO:0008234" 0.108752336500384 0.972670661642627 3 27 "cysteine-type peptidase activity" "MF"
"766" "GO:0006511" 0.111027542617155 0.950502065173927 7 77 "ubiquitin-dependent protein catabolic process" "BP"
"316" "GO:0004422" 0.112611687742899 1 1 1 "hypoxanthine phosphoribosyltransferase activity" "MF"
"419" "GO:0004671" 0.113926807793669 1 1 1 "protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity" "MF"
"757" "GO:0006481" 0.113926807793669 1 1 1 "C-terminal protein methylation" "BP"
"755" "GO:0006479" 0.114129498345811 0.993887877993513 1 10 "protein methylation" "BP"
"1886" "GO:0051225" 0.124372861354893 0.99290632447704 1 8 "spindle assembly" "BP"
"931" "GO:0008171" 0.124900120856915 0.968515604044037 3 15 "O-methyltransferase activity" "MF"
"1291" "GO:0016491" 0.125452125332527 0.916171180864996 22 434 "oxidoreductase activity" "MF"
"1461" "GO:0019789" 0.125839548230602 0.993334238592997 1 5 "SUMO transferase activity" "MF"
"1627" "GO:0033897" 0.126125413195843 0.982811552781366 2 5 "ribonuclease T2 activity" "MF"
"1350" "GO:0016780" 0.126405399903392 0.994360089545733 1 3 "phosphotransferase activity, for other substituted phosphate groups" "MF"
"1334" "GO:0016740" 0.12698342814149 0.976634523215773 2 26 "transferase activity" "MF"
"138" "GO:0003860" 0.127509003647002 0.979528805013608 2 8 "3-hydroxyisobutyryl-CoA hydrolase activity" "MF"
"799" "GO:0006614" 0.130791409363681 0.977104088890802 2 12 "SRP-dependent cotranslational protein targeting to membrane" "BP"
"105" "GO:0003697" 0.132086759268596 0.977023639058572 2 11 "single-stranded DNA binding" "MF"
"940" "GO:0008233" 0.133307144841856 0.965403759034633 3 15 "peptidase activity" "MF"
"1978" "GO:1901601" 0.135914858510514 0.995046723129639 1 2 "strigolactone biosynthetic process" "BP"
"1727" "GO:0043531" 0.137479594411439 0.951111852693446 4 94 "ADP binding" "MF"
"324" "GO:0004452" 0.141838665131953 0.99458761729876 1 2 "isopentenyl-diphosphate delta-isomerase activity" "MF"
"864" "GO:0006887" 0.142060416370528 0.972513764558472 2 20 "exocytosis" "BP"
"1342" "GO:0016760" 0.142506070142375 0.989907808122098 1 18 "cellulose synthase (UDP-forming) activity" "MF"
"433" "GO:0004739" 0.1428699284724 0.990567439725392 1 8 "pyruvate dehydrogenase (acetyl-transferring) activity" "MF"
"641" "GO:0006086" 0.1428699284724 0.990567439725392 1 8 "acetyl-CoA biosynthetic process from pyruvate" "BP"
"1770" "GO:0045735" 0.144127948605658 0.974452452888713 2 9 "nutrient reservoir activity" "MF"
"16" "GO:0000145" 0.144879599781675 0.971231200993041 2 25 "exocyst" "CC"
"679" "GO:0006281" 0.146677843897118 0.939389673558135 5 104 "DNA repair" "BP"
"1185" "GO:0010223" 0.147055893178081 0.992288429287417 1 3 "secondary shoot formation" "BP"
"943" "GO:0008236" 0.150147950036282 0.969539251441239 2 25 "serine-type peptidase activity" "MF"
"1672" "GO:0042254" 0.150259858260678 0.957295189570892 3 21 "ribosome biogenesis" "BP"
"699" "GO:0006355" 0.150571043002179 0.889512434092266 33 523 "regulation of transcription, DNA-templated" "BP"
"689" "GO:0006310" 0.151126294099709 0.969651887466691 2 20 "DNA recombination" "BP"
"1590" "GO:0032300" 0.153201036827928 0.991604694810409 1 3 "mismatch repair complex" "CC"
"992" "GO:0008483" 0.156889092322003 0.987738802137289 1 17 "transaminase activity" "MF"
"1303" "GO:0016579" 0.160176066122146 0.965682417292004 2 35 "protein deubiquitination" "BP"
"1529" "GO:0030599" 0.162750650568168 0.965944052932845 2 19 "pectinesterase activity" "MF"
"1683" "GO:0042545" 0.162750650568168 0.965944052932845 2 19 "cell wall modification" "BP"
"585" "GO:0005783" 0.16315954325839 0.940503300596014 4 33 "endoplasmic reticulum" "CC"
"479" "GO:0004842" 0.164028792861164 0.937962561969489 4 83 "ubiquitin-protein transferase activity" "MF"
"1376" "GO:0016866" 0.167131943954864 0.986763239722303 1 9 "intramolecular transferase activity" "MF"
"1547" "GO:0031011" 0.171904782135023 0.986175586041872 1 8 "Ino80 complex" "CC"
"961" "GO:0008299" 0.174287586266936 0.961382496055101 2 24 "isoprenoid biosynthetic process" "BP"
"930" "GO:0008168" 0.174521950020993 0.911785853383767 7 121 "methyltransferase activity" "MF"
"1496" "GO:0030130" 0.17461852041525 0.986363215066189 1 6 "clathrin coat of trans-Golgi network vesicle" "CC"
"1498" "GO:0030132" 0.17461852041525 0.986363215066189 1 6 "clathrin coat of coated pit" "CC"
"369" "GO:0004579" 0.175054876363345 0.988916779602965 1 3 "dolichyl-diphosphooligosaccharide-protein glycotransferase activity" "MF"
"1399" "GO:0017025" 0.176754714340348 0.986544882372137 1 5 "TBP-class protein binding" "MF"
"659" "GO:0006166" 0.177560684817626 0.988582584624705 1 3 "purine ribonucleoside salvage" "BP"
"1775" "GO:0045900" 0.17932638218336 1 1 1 "negative regulation of translational elongation" "BP"
"1900" "GO:0051539" 0.18276050911127 0.958645712450791 2 21 "4 iron, 4 sulfur cluster binding" "MF"
"1298" "GO:0016567" 0.182813439658204 0.928127617541499 4 77 "protein ubiquitination" "BP"
"423" "GO:0004707" 0.189980230413193 0.981922537154446 1 15 "MAP kinase activity" "MF"
"557" "GO:0005672" 0.192429528345054 0.989744553250647 1 2 "transcription factor TFIIA complex" "CC"
"60" "GO:0000723" 0.194627024673524 0.981308433886525 1 12 "telomere maintenance" "BP"
"1514" "GO:0030247" 0.202186453599822 0.953725155095093 2 12 "polysaccharide binding" "MF"
"327" "GO:0004462" 0.203975388220013 0.982923818915743 1 4 "lactoylglutathione lyase activity" "MF"
"932" "GO:0008173" 0.204323508373497 0.951746813504029 2 15 "RNA methyltransferase activity" "MF"
"99" "GO:0003678" 0.208912400634952 0.977968333110111 1 15 "DNA helicase activity" "MF"
"903" "GO:0007165" 0.210221596206813 0.925805138095156 3 104 "signal transduction" "BP"
"629" "GO:0006012" 0.212239878100106 0.978238040444989 1 9 "galactose metabolic process" "BP"
"555" "GO:0005667" 0.213266405071315 0.978336960007958 1 8 "transcription factor complex" "CC"
"444" "GO:0004788" 0.216299278226124 0.986857590698139 1 2 "thiamine diphosphokinase activity" "MF"
"830" "GO:0006772" 0.216299278226124 0.986857590698139 1 2 "thiamine metabolic process" "BP"
"1090" "GO:0009229" 0.216299278226124 0.986857590698139 1 2 "thiamine diphosphate biosynthetic process" "BP"
"1544" "GO:0030975" 0.216299278226124 0.986857590698139 1 2 "thiamine binding" "MF"
"684" "GO:0006298" 0.229071463332868 0.97341152397969 1 14 "mismatch repair" "BP"
"1546" "GO:0030983" 0.229071463332868 0.97341152397969 1 14 "mismatched DNA binding" "MF"
"872" "GO:0006914" 0.232688800864594 0.973606314616236 1 9 "autophagy" "BP"
"1812" "GO:0046907" 0.233227060800335 0.975944080454954 1 5 "intracellular transport" "BP"
"594" "GO:0005819" 0.23490192140126 0.973075418143991 1 9 "spindle" "CC"
"1585" "GO:0032147" 0.23490192140126 0.973075418143991 1 9 "activation of protein kinase activity" "BP"
"1922" "GO:0060236" 0.23490192140126 0.973075418143991 1 9 "regulation of mitotic spindle organization" "BP"
"681" "GO:0006284" 0.238515521792406 0.936361219676701 2 20 "base-excision repair" "BP"
"759" "GO:0006486" 0.243336675098834 0.968929859329444 1 24 "protein glycosylation" "BP"
"1497" "GO:0030131" 0.248728412763089 0.968386920109278 1 14 "clathrin adaptor complex" "CC"
"1098" "GO:0009264" 0.253256142008575 1 1 1 "deoxyribonucleotide catabolic process" "BP"
"1100" "GO:0009279" 0.253256142008575 1 1 1 "cell outer membrane" "CC"
"1205" "GO:0015074" 0.253256142008575 1 1 1 "DNA integration" "BP"
"1215" "GO:0015288" 0.253256142008575 1 1 1 "porin activity" "MF"
"1234" "GO:0015891" 0.253256142008575 1 1 1 "siderophore transport" "BP"
"1838" "GO:0048278" 0.253982525024793 0.981457266369031 1 2 "vesicle docking" "BP"
"925" "GO:0008131" 0.253982993135379 0.981457192615762 1 2 "primary amine oxidase activity" "MF"
"1103" "GO:0009308" 0.253982993135379 0.981457192615762 1 2 "amine metabolic process" "BP"
"1400" "GO:0017038" 0.254705717769738 0.975525868269412 1 3 "protein import" "BP"
"1158" "GO:0009813" 0.254742569785234 0.975518290514302 1 3 "flavonoid biosynthetic process" "BP"
"1765" "GO:0045430" 0.254742569785234 0.975518290514302 1 3 "chalcone isomerase activity" "MF"
"1369" "GO:0016841" 0.258369607509281 0.967552160623637 1 8 "ammonia-lyase activity" "MF"
"1809" "GO:0046856" 0.258651901655296 0.96747699627169 1 8 "phosphatidylinositol dephosphorylation" "BP"
"1228" "GO:0015743" 0.259484995312183 0.971584238982612 1 4 "malate transport" "BP"
"173" "GO:0003950" 0.260686108754814 0.965093058534625 1 14 "NAD+ ADP-ribosyltransferase activity" "MF"
"1212" "GO:0015173" 0.261361948624112 0.971143784334109 1 4 "aromatic amino acid transmembrane transporter activity" "MF"
"1231" "GO:0015801" 0.261361948624112 0.971143784334109 1 4 "aromatic amino acid transport" "BP"
"611" "GO:0005887" 0.263742909822229 0.968775774837291 1 5 "integral component of plasma membrane" "CC"
"784" "GO:0006559" 0.263976461571234 0.965549925674059 1 9 "L-phenylalanine catabolic process" "BP"
"104" "GO:0003690" 0.26567539223395 0.922419354059073 2 29 "double-stranded DNA binding" "MF"
"1963" "GO:0080019" 0.268490097591686 0.969435842857304 1 4 "fatty-acyl-CoA reductase (alcohol-forming) activity" "MF"
"1528" "GO:0030570" 0.269264530940204 0.972427095361555 1 3 "pectate lyase activity" "MF"
"207" "GO:0004040" 0.27072160191056 0.962906270856302 1 11 "amidase activity" "MF"
"166" "GO:0003924" 0.271061445342637 0.917584771797158 2 83 "GTPase activity" "MF"
"1511" "GO:0030244" 0.273137534416134 0.960356169042781 1 24 "cellulose biosynthetic process" "BP"
"1821" "GO:0047262" 0.275703014055506 0.960355796265676 1 16 "polygalacturonate 4-alpha-galacturonosyltransferase activity" "MF"
"340" "GO:0004497" 0.277824817344967 0.961597337694835 1 9 "monooxygenase activity" "MF"
"1301" "GO:0016573" 0.277947874330432 0.962808481748405 1 7 "histone acetylation" "BP"
"1275" "GO:0016298" 0.278245703654011 0.977402524746281 1 2 "lipase activity" "MF"
"949" "GO:0008253" 0.279583872823853 0.977165160100874 1 2 "5'-nucleotidase activity" "MF"
"1647" "GO:0035091" 0.282656243201928 0.960724451449961 1 8 "phosphatidylinositol binding" "MF"
"1847" "GO:0048500" 0.28270486374067 0.961437168779591 1 7 "signal recognition particle" "CC"
"963" "GO:0008312" 0.284121576163197 0.95971958410757 1 9 "7S RNA binding" "MF"
"1365" "GO:0016831" 0.285728664997008 0.958397970145569 1 11 "carboxy-lyase activity" "MF"
"1356" "GO:0016798" 0.287083623309053 0.959399876517864 1 8 "hydrolase activity, acting on glycosyl bonds" "MF"
"774" "GO:0006535" 0.287929894512842 0.958092761766 1 10 "cysteine biosynthetic process from serine" "BP"
"1023" "GO:0008759" 0.288281448888584 0.975586547428323 1 2 "UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity" "MF"
"1548" "GO:0031012" 0.295155778539411 0.966382662725148 1 3 "extracellular matrix" "CC"
"919" "GO:0008094" 0.297050099361581 0.95520714225441 1 10 "DNA-dependent ATPase activity" "MF"
"378" "GO:0004601" 0.301944764080405 0.876648554928664 3 33 "peroxidase activity" "MF"
"429" "GO:0004725" 0.303530285100328 0.904738173517925 2 21 "protein tyrosine phosphatase activity" "MF"
"1184" "GO:0010215" 0.303562685980185 0.953597795946928 1 9 "cellulose microfibril organization" "BP"
"1562" "GO:0031225" 0.303562685980185 0.953597795946928 1 9 "anchored component of membrane" "CC"
"62" "GO:0000737" 0.306079679957952 0.972158718621516 1 2 "DNA catabolic process, endonucleolytic" "BP"
"694" "GO:0006338" 0.307812711187153 0.950295520729459 1 14 "chromatin remodeling" "BP"
"1378" "GO:0016872" 0.308282627260937 0.956368614658789 1 5 "intramolecular lyase activity" "MF"
"535" "GO:0005516" 0.322477123464737 0.944098661241215 1 19 "calmodulin binding" "MF"
"944" "GO:0008237" 0.330730167236357 0.94308097439068 1 11 "metallopeptidase activity" "MF"
"494" "GO:0004872" 0.335919025656686 0.965792024428598 1 2 "receptor activity" "MF"
"1113" "GO:0009408" 0.338276369896051 0.940238953086593 1 11 "response to heat" "BP"
"1694" "GO:0042744" 0.339902846051771 0.885416563039358 2 19 "hydrogen peroxide catabolic process" "BP"
"1280" "GO:0016311" 0.34323444544404 0.882181290474015 2 23 "dephosphorylation" "BP"
"1810" "GO:0046872" 0.343726793120592 0.745103232873786 17 328 "metal ion binding" "MF"
"46" "GO:0000289" 0.348094967169562 0.938513770801857 1 8 "nuclear-transcribed mRNA poly(A) tail shortening" "BP"
"353" "GO:0004535" 0.348094967169562 0.938513770801857 1 8 "poly(A)-specific ribonuclease activity" "MF"
"1347" "GO:0016773" 0.349221860201423 0.932528433082562 1 29 "phosphotransferase activity, alcohol group as acceptor" "MF"
"923" "GO:0008121" 0.34972619034729 0.951266995194742 1 3 "ubiquinol-cytochrome-c reductase activity" "MF"
"1063" "GO:0009058" 0.350632902477918 0.841337325032863 3 80 "biosynthetic process" "BP"
"1709" "GO:0043086" 0.351423250604796 0.962162809748762 1 2 "negative regulation of catalytic activity" "BP"
"1153" "GO:0009744" 0.35633093635559 0.940209254277177 1 5 "response to sucrose" "BP"
"1729" "GO:0043562" 0.35633093635559 0.940209254277177 1 5 "cellular response to nitrogen levels" "BP"
"797" "GO:0006605" 0.35729898769852 0.943203098370088 1 4 "protein targeting" "BP"
"1328" "GO:0016702" 0.359184811475734 0.929138341515137 1 21 "oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen" "MF"
"510" "GO:0005215" 0.3615391752221 0.766508791644713 8 169 "transporter activity" "MF"
"1933" "GO:0070469" 0.362618518382181 0.959399732028857 1 2 "respiratory chain" "CC"
"876" "GO:0006979" 0.363538305093287 0.814277751210587 4 41 "response to oxidative stress" "BP"
"1199" "GO:0012511" 0.366406941530526 0.945961181889193 1 3 "monolayer-surrounded lipid storage body" "CC"
"96" "GO:0003333" 0.367266605425999 0.926164994635646 1 18 "amino acid transmembrane transport" "BP"
"1121" "GO:0009451" 0.368884911232923 0.924917348404146 1 21 "RNA modification" "BP"
"491" "GO:0004867" 0.373054628237961 0.839978816901952 3 14 "serine-type endopeptidase inhibitor activity" "MF"
"121" "GO:0003777" 0.376855737461331 0.857631891120755 2 58 "microtubule motor activity" "MF"
"882" "GO:0007018" 0.376855737461331 0.857631891120755 2 58 "microtubule-based movement" "BP"
"1208" "GO:0015095" 0.378301340981234 0.926256490552095 1 8 "magnesium ion transmembrane transporter activity" "MF"
"1226" "GO:0015693" 0.378301340981234 0.926256490552095 1 8 "magnesium ion transport" "BP"
"492" "GO:0004869" 0.383590763253966 0.875891594106032 2 7 "cysteine-type endopeptidase inhibitor activity" "MF"
"647" "GO:0006099" 0.386613523312595 0.917003294969642 1 20 "tricarboxylic acid cycle" "BP"
"545" "GO:0005618" 0.389625456998052 0.851771227739559 2 31 "cell wall" "CC"
"566" "GO:0005737" 0.390880427678927 0.723590430034201 11 235 "cytoplasm" "CC"
"672" "GO:0006259" 0.39253255710246 0.917351937763419 1 11 "DNA metabolic process" "BP"
"973" "GO:0008380" 0.393781490841466 0.93650995260628 1 3 "RNA splicing" "BP"
"965" "GO:0008324" 0.397767774529638 0.913358910302895 1 14 "cation transmembrane transporter activity" "MF"
"1068" "GO:0009073" 0.39828644977248 0.913546964499347 1 13 "aromatic amino acid family biosynthetic process" "BP"
"606" "GO:0005874" 0.398295240859675 0.910190899173738 1 29 "microtubule" "CC"
