Solyc00g023260.1.1	GO:0005096
Solyc00g023270.2.1	GO:0000808|GO:0005634|GO:0006260
Solyc00g023470.1.1	GO:0005618|GO:0030599|GO:0042545
Solyc00g024020.1.1	GO:0003824
Solyc00g024030.1.1	GO:0005737|GO:0006518|GO:0008270|GO:0045148
Solyc00g024030.1.1	GO:0006508|GO:0008237
Solyc00g024030.1.1	GO:0008152|GO:0016787
Solyc00g024040.1.1	GO:0009030|GO:0009228
Solyc00g024050.1.1	GO:0016491|GO:0055114
Solyc00g024150.3.1	GO:0006729|GO:0008124
Solyc00g024160.2.1	GO:0005515|GO:0008270
Solyc00g024570.2.1	GO:0005515
Solyc00g024670.1.1	GO:0008375|GO:0016020
Solyc00g024680.2.1	GO:0003677|GO:0006355
Solyc00g025500.2.1	GO:0003700|GO:0006355
Solyc00g025510.1.1	GO:0051287|GO:0055114
Solyc00g025540.2.1	GO:0003700|GO:0006355
Solyc00g025650.2.1	GO:0003676|GO:0008270
Solyc00g026160.3.1	GO:0016020|GO:0016491|GO:0055114
Solyc00g026160.3.1	GO:0016491|GO:0055114
Solyc00g026860.1.1	GO:0003723
Solyc00g026860.1.1	GO:0004349|GO:0005737|GO:0006561
Solyc00g026860.1.1	GO:0004349|GO:0006561
Solyc00g026860.1.1	GO:0005737|GO:0006561
Solyc00g026860.1.1	GO:0006561
Solyc00g026870.1.1	GO:0003735|GO:0005622|GO:0005840|GO:0006412
Solyc00g026875.1.1	GO:0003723|GO:0003735|GO:0005622|GO:0005840|GO:0006412
Solyc00g026875.1.1	GO:0005840
Solyc00g026903.1.1	GO:0003676|GO:0004519
Solyc00g026905.1.1	GO:0006508|GO:0008234
Solyc00g027670.2.1	GO:0005515
Solyc00g027770.3.1	GO:0005618|GO:0030599|GO:0042545
Solyc00g027990.1.1	GO:0016020|GO:0016760|GO:0030244
Solyc00g028540.2.1	GO:0003824|GO:0008152
Solyc00g028550.2.1	GO:0003700|GO:0006355
Solyc00g028560.1.1	GO:0030288
Solyc00g028960.1.1	GO:0009055|GO:0015035|GO:0045454
Solyc00g029080.1.1	GO:0017108|GO:0033567|GO:0043142
Solyc00g029190.3.1	GO:0008168
Solyc00g030000.1.1	GO:0016020|GO:0016760|GO:0030244
Solyc00g030105.1.1	GO:0015288|GO:0016020
Solyc00g030210.2.1	GO:0005524|GO:0009058
Solyc00g030210.2.1	GO:0008168
Solyc00g030210.2.1	GO:0008658
Solyc00g030510.3.1	GO:0004650|GO:0005975
Solyc00g031030.1.1	GO:0016491|GO:0055114
Solyc00g031040.1.1	GO:0000034|GO:0006146
Solyc00g031040.1.1	GO:0019239
Solyc00g031050.1.1	GO:0005215|GO:0016021|GO:0055085
Solyc00g031050.1.1	GO:0016021|GO:0022857|GO:0055085
Solyc00g031360.2.1	GO:0008721|GO:0030170|GO:0046416
Solyc00g031370.2.1	GO:0003700|GO:0006355
Solyc00g031370.2.1	GO:0006355
Solyc00g031383.1.1	GO:0030288
Solyc00g031730.1.1	GO:0016021
Solyc00g032030.2.1	GO:0004842|GO:0008270|GO:0016567
Solyc00g032030.2.1	GO:0005515
Solyc00g032030.2.1	GO:0005634|GO:0006511|GO:0007275
Solyc00g032030.2.1	GO:0008270
Solyc00g032940.1.1	GO:0006508|GO:0008234
Solyc00g032947.1.1	GO:0008168
Solyc00g033990.2.1	GO:0008080
Solyc00g034000.2.1	GO:0016021|GO:0055085
Solyc00g034810.2.1	GO:0005509
Solyc00g036320.2.1	GO:0003677
Solyc00g036760.2.1	GO:0004252|GO:0006508
Solyc00g036968.1.1	GO:0005622|GO:0008270
Solyc00g039290.2.1	GO:0005622|GO:0008270
Solyc00g040290.2.1	GO:0016747
Solyc00g040390.2.1	GO:0016747
Solyc00g041090.2.1	GO:0006508|GO:0008233
Solyc00g041190.1.1	GO:0006633
Solyc00g041220.2.1	GO:0003677|GO:0005524|GO:0006281|GO:0006289|GO:0009381|GO:0009432
Solyc00g041220.2.1	GO:0003677|GO:0005524|GO:0016787
Solyc00g042120.2.1	GO:0004871|GO:0007165|GO:0016021
Solyc00g042130.2.1	GO:0005524
Solyc00g042130.2.1	GO:0015986
Solyc00g042130.2.1	GO:0015986|GO:0045261|GO:0046933
Solyc00g042130.2.1	GO:0015992|GO:0046034
Solyc00g042130.2.1	GO:0032559
Solyc00g042140.1.1	GO:0005524
Solyc00g042140.1.1	GO:0015986|GO:0045261|GO:0046933
Solyc00g042140.1.1	GO:0015992|GO:0046034
Solyc00g042640.1.1	GO:0000723|GO:0003678|GO:0006281
Solyc00g042840.1.1	GO:0005515
Solyc00g042854.1.1	GO:0005506|GO:0016705|GO:0020037|GO:0055114
Solyc00g044750.2.1	GO:0000166
Solyc00g047200.1.1	GO:0009055|GO:0016020|GO:0016491
Solyc00g049210.1.1	GO:0015232|GO:0015886|GO:0016020|GO:0017004
Solyc00g049210.1.1	GO:0017004|GO:0020037
Solyc00g049920.2.1	GO:0016491
Solyc00g050030.2.1	GO:0004764|GO:0019632|GO:0050661|GO:0055114
Solyc00g050030.2.1	GO:0004764|GO:0055114
Solyc00g050130.1.1	GO:0008152|GO:0016758
Solyc00g050430.3.1	GO:0046983
Solyc00g052545.1.1	GO:0007017|GO:0030286
Solyc00g052940.3.1	GO:0016020|GO:0016021
Solyc00g052940.3.1	GO:0016021|GO:0022857
Solyc00g055950.1.1	GO:0000156|GO:0000160|GO:0003677|GO:0006817
Solyc00g055950.1.1	GO:0000160
Solyc00g055950.1.1	GO:0000160|GO:0003677|GO:0006355
Solyc00g055960.1.1	GO:0000155|GO:0000160|GO:0004673|GO:0016021
Solyc00g055960.1.1	GO:0000155|GO:0007165
Solyc00g055960.1.1	GO:0004673
Solyc00g055960.1.1	GO:0006355
Solyc00g055960.1.1	GO:0016310|GO:0016772
Solyc00g055985.1.1	GO:0003824|GO:0016614|GO:0050660|GO:0055114
Solyc00g055985.1.1	GO:0050660
Solyc00g056680.1.1	GO:0006629
Solyc00g057280.1.1	GO:0003677
Solyc00g058480.2.1	GO:0006355
Solyc00g058900.2.1	GO:0016788
Solyc00g059100.3.1	GO:0005515
Solyc00g060700.2.1	GO:0009294
Solyc00g060810.3.1	GO:0006952|GO:0009607
Solyc00g065630.2.1	GO:0000398|GO:0005681
Solyc00g065930.1.1	GO:0008239|GO:0070009
Solyc00g066150.2.1	GO:0008658
Solyc00g068985.1.1	GO:0046872
Solyc00g071180.3.1	GO:0004869
Solyc00g072400.3.1	GO:0004601|GO:0006979|GO:0020037|GO:0055114
Solyc00g072400.3.1	GO:0004601|GO:0042744
Solyc00g072400.3.1	GO:0004601|GO:0055114
Solyc00g074210.2.1	GO:0005744|GO:0030150
Solyc00g074810.1.1	GO:0009294
Solyc00g074830.2.1	GO:0016226
Solyc00g075030.3.1	GO:0003676|GO:0008270
Solyc00g075035.1.1	GO:0005199|GO:0009664
Solyc00g082150.3.1	GO:0005515
Solyc00g085070.3.1	GO:0004506|GO:0016021|GO:0050660|GO:0055114
Solyc00g085070.3.1	GO:0016491|GO:0055114
Solyc00g088080.1.1	GO:0003999|GO:0005737|GO:0006168
Solyc00g088080.1.1	GO:0009116
Solyc00g088190.1.1	GO:0003824|GO:0005524
Solyc00g088190.1.1	GO:0005524
Solyc00g088190.1.1	GO:0005524|GO:0046872
Solyc00g088210.2.1	GO:0016021|GO:0022857|GO:0055085
Solyc00g090110.1.1	GO:0008759|GO:0009245
Solyc00g090130.2.1	GO:0005524|GO:0006605|GO:0006886
Solyc00g090130.2.1	GO:0005524|GO:0016020|GO:0017038
Solyc00g090870.3.1	GO:0005515
Solyc00g090870.3.1	GO:0009744|GO:0043562
Solyc00g091170.3.1	GO:0005525
Solyc00g093100.2.1	GO:0006855|GO:0015238|GO:0015297|GO:0016020|GO:0055085
Solyc00g094020.2.1	GO:0003677
Solyc00g094530.1.1	GO:0016020|GO:0055114
Solyc00g095450.1.1	GO:0005515
Solyc00g095465.1.1	GO:0003824
Solyc00g095465.1.1	GO:0003824|GO:0009058|GO:0030170
Solyc00g095465.1.1	GO:0009058|GO:0030170
Solyc00g095860.1.1	GO:0003824
Solyc00g095860.1.1	GO:0003824|GO:0009058|GO:0030170
Solyc00g095860.1.1	GO:0009058|GO:0030170
Solyc00g096060.2.1	GO:0016787
Solyc00g098560.3.1	GO:0016788
Solyc00g099580.2.1	GO:0003677
Solyc00g101700.1.1	GO:0004672|GO:0005524|GO:0006468
Solyc00g101700.1.1	GO:0005524
Solyc00g102400.3.1	GO:0043531
Solyc00g104200.2.1	GO:0003677
Solyc00g104337.1.1	GO:0003677
Solyc00g104337.1.1	GO:0003677|GO:0006310|GO:0015074
Solyc00g104630.2.1	GO:0005975|GO:0016773
Solyc00g104730.2.1	GO:0004650|GO:0005975
Solyc00g107050.1.1	GO:0003700|GO:0006355|GO:0016602
Solyc00g107050.1.1	GO:0046982
Solyc00g110070.2.1	GO:0003676
Solyc00g110070.2.1	GO:0046872
Solyc00g110370.1.1	GO:0003677
Solyc00g110870.3.1	GO:0004672|GO:0005524|GO:0006468
Solyc00g110870.3.1	GO:0004672|GO:0006468
Solyc00g110870.3.1	GO:0005515
Solyc00g110870.3.1	GO:0005524
Solyc00g111170.2.1	GO:0006614|GO:0008312|GO:0048500
Solyc00g112490.2.1	GO:0005509|GO:0016020
Solyc00g112500.2.1	GO:0019867
Solyc00g112600.1.1	GO:0005215|GO:0016021|GO:0055085
Solyc00g112600.1.1	GO:0016021|GO:0022857|GO:0055085
Solyc00g112810.2.1	GO:0004427|GO:0009678|GO:0015992|GO:0016020
Solyc00g117655.1.1	GO:0016020|GO:0055114
Solyc00g118690.1.1	GO:0016020|GO:0055114
Solyc00g120930.2.1	GO:0005509
Solyc00g121235.1.1	GO:0019825
Solyc00g121235.1.1	GO:0019825|GO:0020037
Solyc00g122530.1.1	GO:0016021|GO:0055085
Solyc00g124840.2.1	GO:0019028
Solyc00g124850.1.1	GO:0019069
Solyc00g125275.1.1	GO:0006508|GO:0008234
Solyc00g126430.1.1	GO:0003824|GO:0009116
Solyc00g126430.1.1	GO:0016763
Solyc00g126430.1.1	GO:0017061
Solyc00g127550.1.1	GO:0006260|GO:0055114
Solyc00g127560.2.1	GO:0004748|GO:0005524|GO:0006260|GO:0055114
Solyc00g127560.2.1	GO:0006260|GO:0055114
Solyc00g127560.2.1	GO:0055114
Solyc00g128870.3.1	GO:0016787
Solyc00g128875.1.1	GO:0004872|GO:0005506|GO:0009279|GO:0015891|GO:0016021
Solyc00g128875.1.1	GO:0004872|GO:0006810|GO:0016020
Solyc00g129685.1.1	GO:0030288
Solyc00g130190.1.1	GO:0004514|GO:0009435
Solyc00g130290.1.1	GO:0005215|GO:0006810|GO:0016020
Solyc00g130810.1.1	GO:0051082
Solyc00g134620.2.1	GO:0016747
Solyc00g134820.1.1	GO:0004190|GO:0016020
Solyc00g134830.1.1	GO:0004140|GO:0005524|GO:0015937
Solyc00g134840.1.1	GO:0055085
Solyc00g135040.2.1	GO:0003700|GO:0006355
Solyc00g135050.2.1	GO:0003700|GO:0006355
Solyc00g135060.1.1	GO:0008270
Solyc00g135060.1.1	GO:0008270|GO:0016491
Solyc00g135060.1.1	GO:0016491
Solyc00g135060.1.1	GO:0055114
Solyc00g135260.2.1	GO:0016747
Solyc00g136260.1.1	GO:0005515|GO:0008270
Solyc00g136560.3.1	GO:0016765
Solyc00g136565.1.1	GO:0016491|GO:0055114
Solyc00g140060.3.1	GO:0004252|GO:0006508
Solyc00g141560.2.1	GO:0003735|GO:0005840|GO:0006412
Solyc00g145170.2.1	GO:0004867
Solyc00g147570.3.1	GO:0003779
Solyc00g147570.3.1	GO:0051015|GO:0051017
Solyc00g153680.1.1	GO:0004672|GO:0005524|GO:0006468
Solyc00g153680.1.1	GO:0004672|GO:0006468
Solyc00g154480.2.1	GO:0000287|GO:0010333|GO:0016829
Solyc00g154980.1.1	GO:0003700|GO:0005634
Solyc00g156980.3.1	GO:0016491|GO:0055114
Solyc00g156980.3.1	GO:0016614|GO:0050660|GO:0055114
Solyc00g157087.1.1	GO:0004867
Solyc00g164680.2.1	GO:0016020
Solyc00g167290.1.1	GO:0003676
Solyc00g170510.2.1	GO:0005618|GO:0030599|GO:0042545
Solyc00g171710.2.1	GO:0005515
Solyc00g171810.3.1	GO:0015078|GO:0015986|GO:0045263
Solyc00g174340.2.1	GO:0005576
Solyc00g178340.2.1	GO:0003824|GO:0008152
Solyc00g179240.2.1	GO:0000165|GO:0000977|GO:0045944
Solyc00g179240.2.1	GO:0003677|GO:0046983
Solyc00g180440.2.1	GO:0003735|GO:0005622|GO:0005840|GO:0006412|GO:0019843
Solyc00g185750.1.1	GO:0004725|GO:0016311|GO:0016791
Solyc00g185750.1.1	GO:0006470|GO:0008138
Solyc00g185750.1.1	GO:0016311|GO:0016791
Solyc00g187050.3.1	GO:0004177|GO:0005622|GO:0006508
Solyc00g187050.3.1	GO:0004177|GO:0005737|GO:0008235|GO:0019538|GO:0030145
Solyc00g188857.1.1	GO:0003677|GO:0005634|GO:0006355|GO:0009725
Solyc00g198360.1.1	GO:0046872
Solyc00g201160.3.1	GO:0004672|GO:0005524|GO:0006468
Solyc00g201160.3.1	GO:0004672|GO:0006468
Solyc00g201160.3.1	GO:0004674
Solyc00g202560.2.1	GO:0004553|GO:0005975
Solyc00g202560.2.1	GO:0005975
Solyc00g203660.2.1	GO:0000287
Solyc00g207960.1.1	GO:0003677
Solyc00g212260.2.1	GO:0009611|GO:0009694|GO:0009864|GO:0080123
Solyc00g217960.1.1	GO:0005515|GO:0008270
Solyc00g226760.1.1	GO:0008146
Solyc00g227860.1.1	GO:0008152|GO:0016758
Solyc00g227960.1.1	GO:0008146
Solyc00g230060.2.1	GO:0003676
Solyc00g230070.1.1	GO:0009521|GO:0009767|GO:0016020|GO:0016168|GO:0019684
Solyc00g230080.1.1	GO:0009772|GO:0019684|GO:0045156
Solyc00g231680.2.1	GO:0004553|GO:0005975
Solyc00g231680.2.1	GO:0005975
Solyc00g231780.2.1	GO:0008137|GO:0055114
Solyc00g233480.1.1	GO:0005524|GO:0016887
Solyc00g244305.1.1	GO:0005515
Solyc00g245200.2.1	GO:0009522|GO:0009579|GO:0015979|GO:0016021
Solyc00g245200.2.1	GO:0009522|GO:0015979|GO:0016021|GO:0046872
Solyc00g247300.3.1	GO:0005506|GO:0016705|GO:0020037|GO:0055114
Solyc00g247300.3.1	GO:0016705|GO:0055114
Solyc00g254910.1.1	GO:0009611|GO:0009694|GO:0009864|GO:0080123
Solyc00g255510.1.1	GO:0003677|GO:0006355
Solyc00g257110.3.1	GO:0016021
Solyc00g265110.3.1	GO:0003723
Solyc00g266110.1.1	GO:0009611|GO:0009694|GO:0009864|GO:0080123
Solyc00g269810.2.1	GO:0005515
Solyc00g270510.1.1	GO:0046982
Solyc00g272810.1.1	GO:0008080
Solyc00g277510.2.1	GO:0009772|GO:0019684|GO:0045156
Solyc00g282510.2.1	GO:0003824
Solyc00g282510.2.1	GO:0005737|GO:0006559|GO:0016841
Solyc00g282510.2.1	GO:0016841
Solyc00g283010.2.1	GO:0005524|GO:0006810|GO:0016021|GO:0042626|GO:0055085
Solyc00g283010.2.1	GO:0005524|GO:0016887
Solyc00g286020.1.1	GO:0003677
Solyc00g289230.2.1	GO:0004672|GO:0005524|GO:0006468
Solyc00g289230.2.1	GO:0004672|GO:0006468
Solyc00g289230.2.1	GO:0048544
Solyc00g294230.2.1	GO:0005515|GO:0007165
Solyc00g300730.2.1	GO:0005515|GO:0008270
Solyc00g300730.2.1	GO:0005634|GO:0006511|GO:0007275
Solyc00g304030.2.1	GO:0005524|GO:0016887
Solyc00g304030.2.1	GO:0016820
Solyc00g306830.1.1	GO:0016491|GO:0055114
Solyc00g306830.1.1	GO:0016614|GO:0050660|GO:0055114
Solyc00g318130.2.1	GO:0006355
Solyc00g322630.1.1	GO:0009611|GO:0009694|GO:0009864|GO:0080123
Solyc00g322635.1.1	GO:0006952|GO:0009607
Solyc01g005000.3.1	GO:0003824
Solyc01g005000.3.1	GO:0004351|GO:0006536|GO:0030170
Solyc01g005000.3.1	GO:0016831|GO:0019752|GO:0030170
Solyc01g005020.3.1	GO:0006812|GO:0015299|GO:0016021
Solyc01g005020.3.1	GO:0006812|GO:0015299|GO:0016021|GO:0055085
Solyc01g005030.3.1	GO:0004672|GO:0005524|GO:0006468
Solyc01g005030.3.1	GO:0004672|GO:0006468
Solyc01g005030.3.1	GO:0005524
Solyc01g005030.3.1	GO:0016021
Solyc01g005060.3.1	GO:0003676
Solyc01g005060.3.1	GO:0046872
Solyc01g005070.3.1	GO:0005543
Solyc01g005070.3.1	GO:0005545|GO:0030136|GO:0030276|GO:0048268
Solyc01g005080.3.1	GO:0000226|GO:0000910|GO:0008017
Solyc01g005090.3.1	GO:0046856
Solyc01g005120.3.1	GO:0004553|GO:0005975
Solyc01g005120.3.1	GO:0005618|GO:0006073|GO:0016762|GO:0048046
Solyc01g005120.3.1	GO:0010411|GO:0016762|GO:0042546
Solyc01g005130.2.1	GO:0046872
Solyc01g005160.3.1	GO:0004842|GO:0016567
Solyc01g005160.3.1	GO:0005488
Solyc01g005170.2.1	GO:0005543
Solyc01g005170.2.1	GO:0005545|GO:0030136|GO:0030276|GO:0048268
Solyc01g005190.1.1	GO:0003676
Solyc01g005190.1.1	GO:0046872
Solyc01g005200.1.1	GO:0003676
Solyc01g005200.1.1	GO:0046872
Solyc01g005210.3.1	GO:0003824|GO:0005992
Solyc01g005230.3.1	GO:0008168
Solyc01g005240.3.1	GO:0004072|GO:0008652
Solyc01g005240.3.1	GO:0008152|GO:0016597
Solyc01g005250.3.1	GO:0003942|GO:0005737|GO:0008652|GO:0016620|GO:0046983|GO:0055114
Solyc01g005250.3.1	GO:0004073|GO:0009086|GO:0009088|GO:0009089|GO:0009097|GO:0050661|GO:0055114
Solyc01g005250.3.1	GO:0016620|GO:0051287|GO:0055114
Solyc01g005300.3.1	GO:0005515
Solyc01g005310.3.1	GO:0003924|GO:0005525
Solyc01g005310.3.1	GO:0005525
Solyc01g005320.2.1	GO:0005737|GO:0006629|GO:0016021|GO:0016627
Solyc01g005330.3.1	GO:0007010|GO:0008017
Solyc01g005340.3.1	GO:0005515
Solyc01g005350.3.1	GO:0008168
Solyc01g005360.3.1	GO:0008168
Solyc01g005370.3.1	GO:0005509
Solyc01g005385.1.1	GO:0005515
Solyc01g005390.3.1	GO:0016787
Solyc01g005420.2.1	GO:0005515
Solyc01g005430.3.1	GO:0005515
Solyc01g005450.3.1	GO:0005515
Solyc01g005460.3.1	GO:0007017|GO:0030286
Solyc01g005490.3.1	GO:0008152|GO:0016787
Solyc01g005490.3.1	GO:0016787
Solyc01g005510.3.1	GO:0005507
Solyc01g005510.3.1	GO:0005507|GO:0016491|GO:0055114
Solyc01g005510.3.1	GO:0055114
Solyc01g005520.3.1	GO:0005515
Solyc01g005540.3.1	GO:0000166|GO:0004812|GO:0005524|GO:0006418
Solyc01g005540.3.1	GO:0000166|GO:0004824|GO:0005524|GO:0005737|GO:0006430
Solyc01g005540.3.1	GO:0003676
Solyc01g005540.3.1	GO:0004824|GO:0005524|GO:0006430
Solyc01g005560.3.1	GO:0000287|GO:0016616|GO:0051287|GO:0055114
Solyc01g005560.3.1	GO:0004450|GO:0006102|GO:0055114
Solyc01g005560.3.1	GO:0016616|GO:0055114
Solyc01g005600.3.1	GO:0045454
Solyc01g005610.3.1	GO:0016788
Solyc01g005630.2.1	GO:0003677
Solyc01g005630.2.1	GO:0003700|GO:0006355
Solyc01g005650.2.1	GO:0004842|GO:0016567
Solyc01g005650.2.1	GO:0008270
Solyc01g005660.2.1	GO:0003677
Solyc01g005700.3.1	GO:0008270
Solyc01g005715.1.1	GO:0005515
Solyc01g005720.3.1	GO:0005515
Solyc01g005730.3.1	GO:0005515
Solyc01g005750.1.1	GO:0016702|GO:0046872|GO:0055114
Solyc01g005755.1.1	GO:0005515
Solyc01g005760.3.1	GO:0005515
Solyc01g005775.1.1	GO:0005515
Solyc01g005790.1.1	GO:0005515
Solyc01g005830.3.1	GO:0004553|GO:0005975
Solyc01g005830.3.1	GO:0005975
Solyc01g005870.2.1	GO:0005515
Solyc01g005895.1.1	GO:0016747
Solyc01g005900.2.1	GO:0016747
Solyc01g005920.2.1	GO:0003333|GO:0015171|GO:0016020
Solyc01g005930.3.1	GO:0005515
Solyc01g005940.3.1	GO:0004310|GO:0006696|GO:0051996
Solyc01g005940.3.1	GO:0009058|GO:0016740
Solyc01g005940.3.1	GO:0016765
Solyc01g005950.3.1	GO:0016787
Solyc01g005960.3.1	GO:0003676|GO:0005524
Solyc01g005970.3.1	GO:0005515
Solyc01g006000.3.1	GO:0004584|GO:0006506
Solyc01g006010.3.1	GO:0003723
Solyc01g006100.3.1	GO:0003682
Solyc01g006100.3.1	GO:0008168
Solyc01g006110.3.1	GO:0009966
